id_usuario,nombre,fecha,hora_entrada,hora_salida,area,rol
707,Telmo de Coca,2025-08-13,08:47,18:44,Ventas,Practicante
708,Lucas Segovia Batalla,2025-08-06,09:34,18:56,Contabilidad,Practicante
709,Aristides Martin Castells,2025-08-13,08:52,17:53,TI,Practicante
710,Ruth Fuentes-Saldaña,2025-08-19,09:21,18:54,TI,Empleado
711,Tomás Agustín Antón Aliaga,2025-08-24,09:37,18:33,Ventas,Practicante
712,América Font,2025-06-30,09:05,18:54,Ventas,Supervisor
713,Crescencia Barco Portillo,2025-09-06,09:04,17:19,TI,Supervisor
714,Modesta Vilaplana Acuña,2025-08-12,08:18,18:59,Contabilidad,Empleado
715,Marita Aranda Torre,2025-06-24,08:47,18:51,Ventas,Empleado
716,Cintia Saavedra Castilla,2025-08-29,09:01,17:17,Logística,Practicante
717,Modesto Granados Espejo,2025-09-05,10:00,18:39,Producción,Gerente
718,Nayara Aurelia Jáuregui Cisneros,2025-06-29,09:33,18:38,Contabilidad,Supervisor
719,Pedro Vergara Soler,2025-06-29,09:15,18:05,Contabilidad,Empleado
720,Anastasio Ramón Serna,2025-09-15,09:18,18:38,Ventas,Supervisor
721,Amalia Prado-Pereira,2025-08-13,08:50,17:31,TI,Supervisor
722,Elvira Garcia Guzmán,2025-08-05,08:10,17:52,Ventas,Practicante
723,Hernando Agustín Becerra,2025-07-20,08:49,17:51,Recursos Humanos,Gerente
724,Luna Mayoral Criado,2025-07-18,08:57,17:08,Contabilidad,Supervisor
725,Jaime Macario Caballero Valbuena,2025-07-19,09:38,18:16,Producción,Gerente
726,Ainara Mercader,2025-09-04,08:30,17:49,Ventas,Practicante
727,Rafaela Correa Vives,2025-09-04,09:45,18:03,Recursos Humanos,Practicante
728,Nicanor Geraldo Arana Mateos,2025-06-27,08:04,18:35,Producción,Empleado
729,Benigna Cañizares Ocaña,2025-07-24,09:59,17:11,Ventas,Gerente
730,Angelina Herranz-Vall,2025-08-09,08:49,17:35,Recursos Humanos,Gerente
731,Noemí Olivé-Castejón,2025-07-26,09:40,17:33,Ventas,Empleado
732,Celso Nogueira-Iñiguez,2025-07-13,08:53,17:08,Ventas,Empleado
733,Matilde Pacheco,2025-08-30,08:13,17:01,Logística,Gerente
734,Jordana Jaume,2025-06-23,08:34,18:46,Contabilidad,Empleado
735,Toribio Mena Linares,2025-09-01,09:16,17:26,Contabilidad,Supervisor
736,Hector Íñigo Donaire Gomez,2025-07-06,09:49,17:50,Logística,Supervisor
737,Amado del Herrero,2025-07-17,09:21,17:28,Contabilidad,Gerente
738,Vicenta Torrents Juárez,2025-07-10,09:11,18:17,Ventas,Practicante
739,Toni Prado,2025-08-11,08:25,18:22,Producción,Supervisor
740,Fátima Suarez,2025-07-12,09:34,18:02,Contabilidad,Gerente
741,Paulino Amigó Becerra,2025-09-13,09:35,18:14,TI,Practicante
742,Silvestre Requena Camino,2025-08-28,08:32,18:28,Contabilidad,Supervisor
743,Joaquina Ropero,2025-09-17,09:58,17:31,TI,Gerente
744,Jose Ignacio Navarrete Puga,2025-07-23,09:46,17:50,Ventas,Empleado
745,Elpidio Garzón Ferrera,2025-08-19,09:19,17:13,Logística,Practicante
746,Saturnino de Morales,2025-08-14,09:15,17:22,Producción,Empleado
747,Aarón Olivares-Rius,2025-09-08,09:16,17:41,TI,Practicante
748,Felipe Berrocal,2025-07-29,08:29,18:26,Contabilidad,Supervisor
749,Martina Ocaña Narváez,2025-09-17,08:34,17:14,Contabilidad,Supervisor
750,Jaime del Mate,2025-07-20,09:16,17:18,Recursos Humanos,Supervisor
751,Remedios Coca Pedraza,2025-08-23,09:25,17:38,Contabilidad,Gerente
752,Isidora Pedrosa Calzada,2025-09-04,08:13,18:44,Logística,Practicante
753,Cintia Galván-Quesada,2025-07-26,08:32,17:39,Contabilidad,Supervisor
754,Raimundo Escudero Tovar,2025-08-20,09:25,18:05,Contabilidad,Supervisor
755,Encarnación Álvarez-Seco,2025-07-18,08:14,18:21,Logística,Supervisor
756,Ágata Andres Espejo,2025-07-15,08:10,17:54,Recursos Humanos,Supervisor
757,Goyo Ávila Macias,2025-06-23,09:34,18:35,Producción,Empleado
758,Jose Antonio Padilla,2025-09-04,08:03,18:04,TI,Gerente
759,Fortunato Robles Gascón,2025-09-07,08:50,17:23,Ventas,Empleado
760,Teodora Morales Serrano,2025-08-08,08:09,18:51,Logística,Empleado
761,Pablo Solera,2025-09-01,09:29,17:31,Logística,Practicante
762,Vanesa Alcázar Barberá,2025-07-03,09:07,18:28,Contabilidad,Practicante
763,Haydée Guijarro-Lucena,2025-07-07,09:53,18:55,Ventas,Practicante
764,Manola Juliá Sanz,2025-08-14,09:34,17:55,Logística,Supervisor
765,Octavia Pareja Bautista,2025-07-20,08:42,17:17,Recursos Humanos,Practicante
766,Ernesto Ruperto Arjona Méndez,2025-07-29,09:01,18:03,TI,Practicante
767,Ruperta Jimena Marquez Osorio,2025-07-13,09:13,18:22,Logística,Supervisor
768,Carlota Rosales Barco,2025-09-05,08:53,18:03,Producción,Practicante
769,Fernanda Diaz Fonseca,2025-08-25,09:05,18:33,Contabilidad,Gerente
770,Rolando Agustí Velasco,2025-09-12,08:44,18:15,Ventas,Supervisor
771,Esmeralda Sanchez Cabezas,2025-07-10,09:46,18:24,Contabilidad,Gerente
772,Íngrid de Contreras,2025-08-29,08:02,17:33,Contabilidad,Empleado
773,Jose Carlos Collado Pla,2025-06-26,08:31,18:59,Contabilidad,Supervisor
774,Gastón Alcolea Badía,2025-08-26,09:53,17:53,Contabilidad,Empleado
775,Marcela Asensio Tejedor,2025-07-25,08:24,18:39,Logística,Empleado
776,Fernando Gascón-Torralba,2025-07-09,08:10,17:09,Logística,Supervisor
777,Carmelita Arteaga Casado,2025-06-21,09:00,17:13,Logística,Practicante
778,Rosalina Pazos Esparza,2025-07-22,08:53,18:10,TI,Empleado
779,Victoriano de Canales,2025-08-27,08:34,18:03,Logística,Supervisor
780,Hortensia Rojas,2025-08-09,09:18,18:57,Ventas,Empleado
781,Flor del Lledó,2025-08-04,08:22,18:37,Logística,Supervisor
782,Virgilio Torrens Lerma,2025-07-30,08:46,17:32,Logística,Empleado
783,Eugenia Agustí,2025-08-25,08:28,17:14,Recursos Humanos,Gerente
784,Hernán Vera Corbacho,2025-08-23,09:23,18:53,Logística,Empleado
785,Cesar Saez Domingo,2025-07-07,08:20,17:30,Contabilidad,Supervisor
786,Chuy Tormo Mesa,2025-07-06,09:13,18:34,Logística,Gerente
787,Marcelo Morillo Garriga,2025-07-16,09:52,17:10,Contabilidad,Supervisor
788,Asdrubal Duarte,2025-08-13,08:56,18:06,Contabilidad,Practicante
789,Adán Collado Carbonell,2025-08-31,08:35,17:07,TI,Empleado
790,Hipólito Acevedo Izquierdo,2025-08-28,09:40,17:56,Producción,Gerente
791,Amaro Pujadas Agullo,2025-09-15,09:52,17:26,Logística,Gerente
792,Marcelino Rosell,2025-07-05,08:27,18:03,Logística,Practicante
793,Concha Villar Escrivá,2025-08-28,08:24,17:54,Ventas,Empleado
794,Amor Molins Ramirez,2025-08-24,09:02,18:58,Ventas,Gerente
795,Agustina Ocaña Bermúdez,2025-07-04,09:30,18:21,TI,Practicante
796,Jose Arroyo Murcia,2025-08-18,09:17,17:01,Producción,Practicante
797,Clotilde Tejada-Cantón,2025-06-21,08:23,17:39,Recursos Humanos,Gerente
798,Hector Reinaldo Carrillo Castillo,2025-08-09,09:23,18:17,Ventas,Supervisor
799,Aránzazu del Tomas,2025-08-14,08:24,17:53,Recursos Humanos,Practicante
800,Itziar Gallart Vigil,2025-08-20,09:23,17:42,Producción,Empleado
801,Amílcar Becerra Batlle,2025-09-15,09:19,17:13,Producción,Supervisor
802,Nidia Vicens-Heras,2025-08-24,08:05,18:00,TI,Practicante
803,Jose Ignacio Pelayo Vizcaíno,2025-07-31,08:35,17:15,Recursos Humanos,Practicante
804,Ernesto Maza Casanovas,2025-09-04,09:55,18:31,Recursos Humanos,Gerente
805,Isaura Portillo Benito,2025-08-02,08:35,17:43,Producción,Gerente
806,Jordán del Polo,2025-08-24,08:26,17:25,Contabilidad,Gerente
807,Ildefonso Marcelino Blanco Bustos,2025-07-06,09:01,17:00,TI,Supervisor
808,Aitor Vito Nicolás Colomer,2025-08-16,08:42,17:33,TI,Empleado
809,Victorino Gabaldón,2025-08-24,08:00,17:38,Logística,Empleado
810,Marianela Mesa Alcalá,2025-08-23,09:41,17:43,Contabilidad,Gerente
811,Anastasia Ricart Hervia,2025-06-29,09:52,18:58,Producción,Practicante
812,Mireia Bravo Cantón,2025-08-20,09:12,17:44,Recursos Humanos,Practicante
813,Lisandro Vergara Doménech,2025-08-07,09:24,17:05,Producción,Practicante
814,Martirio Aguilar Arnaiz,2025-08-04,08:03,18:26,Logística,Supervisor
815,Alicia Dominga Beltrán Espada,2025-08-15,08:58,17:50,Logística,Gerente
816,Ramona Roldan Sola,2025-07-26,08:40,18:49,Producción,Practicante
817,Aarón Marqués Pozuelo,2025-07-25,09:09,18:22,Recursos Humanos,Gerente
818,Agustín Narváez,2025-09-13,08:09,17:03,TI,Supervisor
819,Jafet Valverde,2025-07-25,09:56,17:31,Producción,Empleado
820,Regina Frías Gomez,2025-08-24,09:24,17:06,Producción,Practicante
821,Ibán Calisto Solís Colomer,2025-07-14,08:17,18:45,Logística,Empleado
822,Heriberto de Seguí,2025-08-25,09:13,18:03,Logística,Practicante
823,Jose Castells Escolano,2025-06-26,08:26,18:14,Recursos Humanos,Practicante
824,Adán Juan Pablo Abella Páez,2025-08-23,09:17,18:36,Contabilidad,Gerente
825,Amor Mascaró Salvà,2025-09-08,10:00,18:48,TI,Gerente
826,Leyre Bernad Dueñas,2025-07-21,09:33,18:49,Ventas,Gerente
827,Pepito Anglada Franch,2025-06-29,08:11,18:06,Logística,Gerente
828,Lorenza Bernat,2025-08-18,08:09,18:31,Contabilidad,Gerente
829,Conrado del Cifuentes,2025-07-09,08:22,18:57,Producción,Practicante
830,Adela Piña Balaguer,2025-07-01,09:19,17:08,Ventas,Supervisor
831,Cándida Baquero Ortiz,2025-08-11,08:05,18:34,Logística,Supervisor
832,Saturnino Barberá Beltran,2025-07-24,08:40,17:12,Ventas,Gerente
833,Evaristo Espiridión Gámez Dueñas,2025-09-03,09:58,17:51,Ventas,Gerente
834,Valero Ortuño Rueda,2025-08-07,08:12,18:59,TI,Practicante
835,Julián Conde,2025-08-04,08:56,17:15,Logística,Practicante
836,Rubén Vallés Gallo,2025-07-19,08:44,18:04,TI,Gerente
837,Alonso Saez Gibert,2025-08-10,09:12,18:29,Ventas,Practicante
838,Margarita Máxima Caballero Alcántara,2025-07-12,08:28,17:48,Recursos Humanos,Gerente
839,Blanca Sastre Belmonte,2025-08-13,09:21,17:30,Producción,Supervisor
840,Bartolomé Berenguer Rodriguez,2025-08-26,08:12,18:08,Logística,Gerente
841,Humberto Juliá Llano,2025-08-31,09:05,17:02,TI,Gerente
842,Jacinto Valverde-Sosa,2025-06-24,09:53,18:59,Contabilidad,Practicante
843,Aurelia Ariza Coca,2025-08-15,09:28,17:53,Producción,Gerente
844,Basilio Robles Domingo,2025-08-27,09:26,17:39,TI,Supervisor
845,Bernarda Herranz Morera,2025-07-23,09:09,17:43,Contabilidad,Empleado
846,Andrés Felipe Manrique Lumbreras,2025-08-10,08:59,18:48,TI,Supervisor
847,Leonor Mena,2025-09-17,08:19,18:55,Contabilidad,Gerente
848,Aurelio Fabregat Montes,2025-08-28,09:43,17:36,Ventas,Gerente
849,Primitivo Chacón,2025-07-30,09:21,17:48,Logística,Practicante
850,Jovita Guardia Llorens,2025-07-01,08:47,18:09,Producción,Supervisor
851,Jose Ramón Ramirez Gordillo,2025-09-01,09:27,17:47,Logística,Empleado
852,Etelvina Botella,2025-07-01,08:01,17:07,Contabilidad,Gerente
853,Jafet Andreu Narváez,2025-07-02,08:58,17:43,Ventas,Practicante
854,Azeneth Sotelo Olivares,2025-07-28,08:44,18:33,Recursos Humanos,Gerente
855,Ligia Roselló Menendez,2025-08-29,08:06,17:32,Contabilidad,Gerente
856,Gabriel Pou,2025-08-01,08:24,17:47,TI,Empleado
857,Manuel Valenciano Pedro,2025-07-10,09:24,17:06,Recursos Humanos,Empleado
858,Jose Miguel Peñas Hervia,2025-09-09,08:06,18:18,Producción,Supervisor
859,Morena Miguel Posada,2025-07-25,09:53,18:26,Ventas,Empleado
860,Judith Valera-Azorin,2025-07-26,08:34,18:37,TI,Empleado
861,Verónica Díez-Villalobos,2025-08-07,08:51,17:47,Producción,Practicante
862,Ema Ferrera Herrera,2025-07-14,08:05,18:35,TI,Gerente
863,Fátima Bibiana Molins Sotelo,2025-09-12,08:07,18:54,Producción,Gerente
864,Olimpia Gallego Álamo,2025-07-24,08:21,18:22,Logística,Gerente
865,Clarisa Mendez,2025-07-23,08:39,17:54,Ventas,Gerente
866,Ezequiel Espinosa Baró,2025-07-16,08:32,18:12,Logística,Supervisor
867,Gabino Calleja Vaquero,2025-07-15,09:13,18:19,TI,Practicante
868,Lucho Rey Font,2025-08-13,09:50,17:01,Contabilidad,Supervisor
869,Amador Campos Ballesteros,2025-07-25,08:53,18:38,TI,Empleado
870,Albina Tamara Pardo Moliner,2025-08-09,08:41,18:17,Recursos Humanos,Practicante
871,Ricardo Torrent,2025-06-26,08:31,17:23,Logística,Gerente
872,Azucena del Páez,2025-07-24,09:45,18:00,Producción,Empleado
873,Sabas Villar,2025-09-07,09:06,17:23,TI,Empleado
874,Cirino del Jordá,2025-09-07,08:51,17:13,Recursos Humanos,Supervisor
875,Modesta Casals,2025-08-11,08:59,17:12,Contabilidad,Empleado
876,Celestina Olivares Rosselló,2025-08-28,08:53,17:29,TI,Gerente
877,Jorge Soler Rebollo,2025-08-28,08:13,18:37,Ventas,Supervisor
878,Marcela Miró Robles,2025-07-22,08:42,17:09,Logística,Practicante
879,Irene Mariscal Almeida,2025-07-09,08:24,18:49,Ventas,Practicante
880,Felix Pellicer Plaza,2025-06-27,08:48,18:45,TI,Supervisor
881,Paca Oriana Serrano Armas,2025-09-05,09:37,18:06,Recursos Humanos,Practicante
882,Cecilia Milagros Moliner Márquez,2025-06-21,08:45,17:05,TI,Gerente
883,Isidro del Hernández,2025-06-30,08:42,17:11,TI,Gerente
884,Nicolás Iglesia-Cabanillas,2025-07-20,09:51,17:56,Producción,Practicante
885,Angelita de Castells,2025-08-27,08:52,18:24,Ventas,Supervisor
886,Vilma Caballero Mora,2025-07-07,10:00,17:33,TI,Supervisor
887,Buenaventura Abraham Peiró Mármol,2025-08-22,08:38,18:28,Logística,Supervisor
888,Elodia Adelaida Puig Montero,2025-06-20,09:23,18:55,Producción,Supervisor
889,Encarnación Pacheco Alberola,2025-08-19,08:07,18:40,Contabilidad,Empleado
890,Edelmira Boix Macias,2025-08-31,08:29,17:14,TI,Practicante
891,Melania Chita Escudero Fuentes,2025-07-19,08:08,18:02,TI,Practicante
892,Rufina Matas Verdú,2025-07-17,09:53,18:27,Logística,Empleado
893,Guadalupe Sanz-Bayón,2025-06-25,08:01,17:47,TI,Supervisor
894,Leonardo Agustí Barón,2025-06-30,08:28,17:48,Ventas,Gerente
895,Tecla Duarte Arnaiz,2025-07-04,09:51,17:59,Contabilidad,Empleado
896,Montserrat Acevedo,2025-09-11,08:06,17:09,Producción,Supervisor
897,Carlota Pedro Bermudez,2025-06-21,09:29,17:20,Ventas,Practicante
898,Emperatriz Villar Tenorio,2025-08-15,09:29,18:04,Recursos Humanos,Supervisor
899,Candela Vall Riba,2025-09-03,08:59,18:20,Ventas,Empleado
900,Adelina Collado Soria,2025-07-05,09:58,18:59,Contabilidad,Gerente
901,Amado Hernando Valderrama,2025-09-12,08:13,17:27,Recursos Humanos,Empleado
902,Reynaldo Almansa Pardo,2025-08-28,08:25,17:57,Ventas,Empleado
903,Rosa María Pereira Barberá,2025-07-01,08:16,18:46,TI,Gerente
904,Nazaret Prieto Alcalá,2025-07-22,10:00,17:39,Contabilidad,Empleado
905,Roldán Hernando Sans,2025-07-25,09:56,17:04,Producción,Supervisor
906,Samanta Tapia-Barros,2025-06-23,09:17,17:47,Ventas,Supervisor
907,Fulgencio Somoza Pedro,2025-08-18,08:58,17:33,Ventas,Supervisor
908,Evelia Vara Jurado,2025-09-16,09:09,17:52,Ventas,Gerente
909,Jaime Azorin,2025-08-29,08:23,17:33,Ventas,Supervisor
910,Hernando Varela Soler,2025-08-10,08:20,18:25,Ventas,Practicante
911,Adelia Carranza Acuña,2025-08-22,09:38,17:08,Recursos Humanos,Supervisor
912,Rosa Hidalgo Flores,2025-08-07,09:45,17:52,Contabilidad,Gerente
913,Lucio Guzmán Sáez,2025-08-03,09:01,18:36,Contabilidad,Gerente
914,Josefa Llopis Almazán,2025-08-21,09:12,18:52,TI,Supervisor
915,Reina Solera Prat,2025-08-16,09:29,18:36,Logística,Empleado
916,Rosaura Marqués Baños,2025-08-15,08:00,18:54,TI,Practicante
917,Viviana Tello Clavero,2025-06-24,09:53,17:14,Contabilidad,Supervisor
918,Pastora Luís-Mena,2025-08-04,09:28,18:51,TI,Supervisor
919,Máxima Blanch Rivas,2025-07-26,09:14,18:29,TI,Empleado
920,Rafa Varela,2025-08-21,08:22,18:18,Contabilidad,Gerente
921,Máximo Batlle Grau,2025-08-02,08:14,17:47,Producción,Gerente
922,María José Casanovas-Rius,2025-07-18,09:53,17:11,Contabilidad,Empleado
923,Cecilia Palacio Castell,2025-07-08,09:20,18:21,Ventas,Supervisor
924,Isidora del Avilés,2025-07-17,09:27,18:06,Contabilidad,Gerente
925,Jenaro Llopis Corbacho,2025-09-14,09:33,18:27,Ventas,Practicante
926,Baltasar Zacarías Fajardo Fajardo,2025-07-23,09:58,17:55,Contabilidad,Practicante
927,Anabel Valeria Mendizábal Mesa,2025-08-23,09:21,17:54,Producción,Supervisor
928,Lina Montserrat Aguado,2025-09-09,09:51,18:05,Contabilidad,Empleado
929,Ignacio Figueras Montenegro,2025-08-29,08:37,18:29,TI,Supervisor
930,Inocencio Paniagua Pujadas,2025-08-20,08:54,17:08,Recursos Humanos,Gerente
931,Azahara Cerezo Acevedo,2025-08-03,09:10,17:01,Contabilidad,Empleado
932,Micaela Gargallo-Gonzalez,2025-08-14,09:54,18:30,Logística,Empleado
933,Agustín Macias Echevarría,2025-08-23,08:59,17:57,Recursos Humanos,Gerente
934,Hilario Martin,2025-09-05,08:01,17:22,Contabilidad,Supervisor
935,Manuelita Méndez Pinilla,2025-08-24,09:37,17:30,TI,Gerente
936,Brunilda Malo Farré,2025-09-16,08:26,17:18,Producción,Empleado
937,Dulce Palomino-Santiago,2025-08-23,09:47,18:32,Producción,Empleado
938,Timoteo de Espinosa,2025-08-22,08:20,18:47,Recursos Humanos,Empleado
939,Maribel del Fabra,2025-07-17,09:16,17:29,Recursos Humanos,Supervisor
940,Dorotea Granados Carbonell,2025-08-07,09:23,17:07,Ventas,Empleado
941,Lola Benavides Bolaños,2025-07-20,08:27,18:58,Contabilidad,Practicante
942,Eladio Galan-Tejero,2025-09-02,09:30,17:17,Producción,Practicante
943,Javiera Jara Serra,2025-08-28,08:33,17:05,Producción,Practicante
944,Raúl Feliciano Arnal Guardiola,2025-08-05,09:40,18:12,Logística,Practicante
945,Máxima Falcón Llanos,2025-06-26,09:10,18:33,Logística,Supervisor
946,Reinaldo Evaristo Llabrés Morán,2025-09-16,09:23,17:20,Logística,Practicante
947,Nicolás Quirós Vicente,2025-06-26,09:09,18:56,Ventas,Gerente
948,María Carmen Saura-Portero,2025-08-29,08:41,17:27,TI,Supervisor
949,Lisandro del Zaragoza,2025-07-10,08:52,18:06,Ventas,Practicante
950,Leoncio Alcolea Fortuny,2025-09-10,08:57,18:48,Contabilidad,Empleado
951,Eustaquio Gelabert-Cortés,2025-06-22,09:58,18:20,Recursos Humanos,Gerente
952,Jacinta Barriga Gomila,2025-06-30,09:15,17:28,Recursos Humanos,Supervisor
953,Julián del Neira,2025-08-04,08:42,18:34,Contabilidad,Supervisor
954,Eugenia Lamas,2025-06-22,08:44,18:16,Contabilidad,Supervisor
955,Bruno Carbonell Tur,2025-06-27,08:49,17:00,TI,Supervisor
956,Perlita Chico Soto,2025-08-27,08:26,18:48,Recursos Humanos,Empleado
957,Imelda Arnal Alemany,2025-07-26,08:49,17:36,TI,Practicante
958,Juan Pablo Maximiliano Aramburu Oliva,2025-06-20,09:24,18:54,Recursos Humanos,Practicante
959,Graciano Tamayo Peralta,2025-08-31,08:54,18:51,Recursos Humanos,Practicante
960,Hernán Gaya,2025-07-30,08:21,17:12,Contabilidad,Empleado
961,Rosalía Andrade Cano,2025-06-21,08:34,17:33,Logística,Gerente
962,Salud Domitila Campoy Galan,2025-09-11,08:37,18:33,TI,Gerente
963,Simón de Dominguez,2025-09-06,08:20,18:59,Recursos Humanos,Supervisor
964,Rufino Mínguez Estévez,2025-09-03,08:36,17:58,Producción,Empleado
965,Rufina Vicens Villegas,2025-08-22,09:58,17:56,TI,Practicante
966,Sonia Marianela Merino Jara,2025-07-18,09:32,18:47,Producción,Empleado
967,Celestina Leandra Fuente Moliner,2025-08-04,09:19,18:54,Logística,Supervisor
968,Vasco Verdejo Sosa,2025-07-27,09:19,17:10,TI,Supervisor
969,Genoveva Bru Pacheco,2025-07-08,08:35,17:15,Producción,Supervisor
970,Pelayo Vera Salom,2025-09-09,08:42,17:20,TI,Practicante
971,Guillermo Sosa Bustamante,2025-07-11,08:24,18:46,Producción,Supervisor
972,Danilo Jover Valero,2025-07-27,09:51,17:46,Producción,Supervisor
973,Mireia Abad Losa,2025-08-04,09:16,17:48,Ventas,Gerente
974,Belén Pol Lledó,2025-08-28,09:14,17:57,Contabilidad,Practicante
975,Manu Lloret Lobato,2025-09-17,09:09,18:23,Logística,Gerente
976,Seve Sarabia Parra,2025-08-09,08:35,17:58,Producción,Supervisor
977,Teodora Jáuregui Pereira,2025-08-17,09:32,17:00,Recursos Humanos,Supervisor
978,Godofredo Zamora Valls,2025-07-18,08:29,18:53,Recursos Humanos,Empleado
979,Genoveva Farré,2025-07-25,08:10,18:49,Recursos Humanos,Supervisor
980,Alma Vilaplana-Ballesteros,2025-08-17,09:29,17:36,Contabilidad,Supervisor
981,Corona Batalla Español,2025-07-01,09:15,18:32,Logística,Supervisor
982,Luciano Pol-Garzón,2025-09-03,09:18,17:13,Contabilidad,Empleado
983,Serafina de Torre,2025-07-18,09:11,18:34,Logística,Supervisor
984,Palmira Moreno Aramburu,2025-06-21,08:17,18:01,Logística,Supervisor
985,Kike Tomás Cervera Crespi,2025-08-23,08:18,18:50,TI,Practicante
986,Alondra Bejarano-Vicens,2025-07-22,08:03,18:33,Logística,Supervisor
987,Cirino Bautista Ortuño,2025-08-03,08:25,17:47,Ventas,Empleado
988,Gustavo Moliner,2025-09-05,09:53,18:44,Recursos Humanos,Empleado
989,Trinidad Martin Bastida,2025-09-08,09:27,17:23,TI,Gerente
990,Perlita Guardiola Aranda,2025-07-28,08:13,17:23,Producción,Gerente
991,Selena Farré Gomez,2025-08-16,08:23,18:50,Contabilidad,Practicante
992,Concepción Macías Vilanova,2025-08-01,08:26,18:20,Logística,Empleado
993,Nélida Vila Barros,2025-07-24,08:27,18:26,Contabilidad,Empleado
994,Francisco Oller,2025-08-06,09:12,17:26,Recursos Humanos,Empleado
995,Severiano Juárez Gil,2025-09-12,09:56,18:41,Recursos Humanos,Supervisor
996,Rolando Izaguirre Zabala,2025-06-26,09:09,18:12,Logística,Gerente
997,Sebastian Lucas Alonso,2025-07-04,09:42,18:31,Contabilidad,Empleado
998,Leandra Gracia Berrocal,2025-07-28,09:28,17:09,Recursos Humanos,Gerente
999,Héctor Luna Rosado,2025-06-22,09:34,17:55,TI,Supervisor
1000,Jenny Galvez-Vives,2025-06-27,09:01,18:19,TI,Practicante
1001,Lisandro Carreras Rocha,2025-08-27,08:24,18:34,Logística,Gerente
1002,Azahara Caballero Blazquez,2025-08-23,08:03,17:48,Ventas,Empleado
1003,Flor Pardo Campillo,2025-07-17,09:05,18:33,Producción,Supervisor
1004,Isidoro Esteban Lago Farré,2025-08-23,08:02,18:49,Logística,Supervisor
1005,Telmo Sabater Ayala,2025-08-07,09:27,17:35,Recursos Humanos,Supervisor
1006,Cristóbal Valdés Benitez,2025-06-22,08:40,18:32,Logística,Practicante
1007,Valeria Manzano Donoso,2025-08-10,08:38,17:15,Recursos Humanos,Empleado
1008,Delia Aguiló,2025-07-29,08:12,18:22,Producción,Supervisor
1009,Débora Pablo Romero,2025-07-29,08:35,18:45,Recursos Humanos,Empleado
1010,Gaspar Gracia Gonzalo,2025-06-19,08:20,17:01,Logística,Practicante
1011,Soledad Checa Lloret,2025-09-16,09:09,18:41,Contabilidad,Practicante
1012,Narcisa Ramón Ricart,2025-07-15,08:25,18:59,Logística,Practicante
1013,Eugenia Morillo Huerta,2025-08-03,08:11,17:47,Producción,Empleado
1014,Yésica Alcalde,2025-07-29,08:59,17:18,Contabilidad,Empleado
1015,Pío del Herrero,2025-07-07,08:06,18:16,Recursos Humanos,Supervisor
1016,Arturo de Jaén,2025-07-28,09:14,18:21,Producción,Practicante
1017,Adela Chamorro,2025-06-26,09:40,18:25,Producción,Supervisor
1018,Melchor Lorenzo Novoa,2025-08-02,09:07,17:52,TI,Supervisor
1019,Nerea Luque Villaverde,2025-07-13,09:00,18:42,Logística,Practicante
1020,Damián Sanchez,2025-08-21,08:06,17:29,TI,Supervisor
1021,Sandra de Santamaría,2025-08-25,08:13,18:19,Contabilidad,Gerente
1022,Fausto Priego Gelabert,2025-07-05,09:35,18:03,TI,Practicante
1023,Rosa María Capdevila-Heras,2025-08-27,09:46,18:12,Recursos Humanos,Supervisor
1024,Reina Torrijos Alcolea,2025-06-26,09:45,18:56,Recursos Humanos,Practicante
1025,Rubén Rubio Solana,2025-06-23,09:23,17:10,Ventas,Practicante
1026,Dimas Torrens Rico,2025-08-04,09:45,18:22,TI,Empleado
1027,Ovidio Rico Ródenas,2025-07-06,08:15,17:00,Contabilidad,Gerente
1028,Candelaria Cuenca,2025-07-24,09:05,18:57,Producción,Empleado
1029,Raimundo Sales,2025-09-10,09:32,18:44,Contabilidad,Empleado
1030,Wálter Pinto-Losa,2025-09-15,08:55,17:48,Logística,Gerente
1031,Genoveva Gras Julián,2025-08-03,08:43,18:04,Contabilidad,Empleado
1032,Águeda Romeu Valcárcel,2025-08-15,09:27,18:42,Contabilidad,Supervisor
1033,Mohamed Terrón,2025-08-04,08:51,18:12,Logística,Supervisor
1034,Ruth Olivera Quesada,2025-07-24,09:19,18:42,Recursos Humanos,Practicante
1035,Luís Colom-Valbuena,2025-09-07,08:06,17:54,Recursos Humanos,Gerente
1036,Sandalio Garcés Tejera,2025-09-17,08:49,17:39,Logística,Practicante
1037,Chus Machado Adán,2025-07-27,08:47,17:20,Producción,Gerente
1038,Casemiro Quevedo-Seguí,2025-08-11,08:56,18:00,Recursos Humanos,Practicante
1039,Lisandro Cepeda-Bayón,2025-08-17,08:26,17:25,Producción,Empleado
1040,Heriberto del Asenjo,2025-09-06,09:06,17:49,Logística,Supervisor
1041,Victoria Cañizares Anglada,2025-07-16,09:46,17:46,Producción,Gerente
1042,Cintia Solé Villena,2025-06-20,09:01,17:57,Contabilidad,Empleado
1043,Maxi Ordóñez Ocaña,2025-09-03,09:20,18:57,Ventas,Gerente
1044,Custodio Pazos Pedrosa,2025-07-03,08:38,17:56,TI,Supervisor
1045,Liliana Natividad Vicens Giralt,2025-09-08,09:06,17:31,Logística,Practicante
1046,Herberto Íñigo Casanovas Collado,2025-07-17,09:38,18:57,Producción,Empleado
1047,Trinidad Valdés Peñalver,2025-08-30,09:03,18:12,Ventas,Empleado
1048,Nieves Navas,2025-07-13,08:49,17:44,TI,Supervisor
